match_id,team,opponent,corners_for,corners_against,cards,fouls,referee
7552,Tunisia,Belgium,2,3,1,15,Jair Marrufo
7532,Peru,Denmark,3,7,1,12,Bakary Papa Gassama
7532,Denmark,Peru,7,3,2,21,Bakary Papa Gassama
7560,Spain,Morocco,7,1,0,6,Ravshan Irmatov
7560,Morocco,Spain,1,7,6,18,Ravshan Irmatov
7533,Brazil,Switzerland,7,2,1,12,César Arturo Ramos Palazuelos
7533,Switzerland,Brazil,2,7,2,21,César Arturo Ramos Palazuelos
7564,Nigeria,Argentina,3,5,2,21,Cüneyt Çakιr
7564,Argentina,Nigeria,5,3,3,17,Cüneyt Çakιr
7579,Uruguay,Portugal,2,9,0,14,César Arturo Ramos Palazuelos
7579,Portugal,Uruguay,9,2,1,13,César Arturo Ramos Palazuelos
7577,Morocco,Iran,5,2,1,22,Cüneyt Çakιr
7577,Iran,Morocco,2,5,3,16,Cüneyt Çakιr
7525,Russia,Saudi Arabia,6,2,1,23,Néstor Fabián Pitana
7525,Saudi Arabia,Russia,2,6,1,12,Néstor Fabián Pitana
7566,Mexico,Sweden,7,3,3,16,Néstor Fabián Pitana
7566,Sweden,Mexico,3,7,2,18,Néstor Fabián Pitana
8651,Sweden,England,1,6,2,14,Björn Kuipers
8651,England,Sweden,6,1,1,8,Björn Kuipers
7567,South Korea,Germany,3,8,4,16,Mark Geiger
7567,Germany,South Korea,8,3,0,7,Mark Geiger
7541,Colombia,Japan,3,6,3,15,Damir Skomina
7541,Japan,Colombia,6,3,0,11,Damir Skomina
8655,France,Belgium,4,5,2,6,Andrés Cunha
8655,Belgium,France,5,4,3,17,Andrés Cunha
8657,Belgium,England,4,5,1,12,Alireza Faghani
8657,England,Belgium,5,4,2,4,Alireza Faghani
8652,Russia,Croatia,6,8,1,24,Sandro Ricci
8652,Croatia,Russia,8,6,4,18,Sandro Ricci
7563,Denmark,France,4,2,1,11,Sandro Ricci
7563,France,Denmark,2,4,0,10,Sandro Ricci
7556,Japan,Senegal,2,5,2,9,Gianluca Rocchi
7556,Senegal,Japan,5,2,3,15,Gianluca Rocchi
7559,Saudi Arabia,Egypt,6,1,0,9,Wilmar Alexander Roldán Pérez
7559,Egypt,Saudi Arabia,1,6,2,17,Wilmar Alexander Roldán Pérez
3930166,Portugal,Czech Republic,13,0,2,6,Marco Guida
3930166,Czech Republic,Portugal,0,13,1,12,Marco Guida
3930159,Hungary,Switzerland,2,6,2,10,Slavko Vinčić
3930159,Switzerland,Hungary,6,2,2,14,Slavko Vinčić
3930163,Serbia,England,2,1,2,28,Daniele Orsato
3930163,England,Serbia,1,2,0,12,Daniele Orsato
3930181,England,Slovenia,6,0,3,12,Clément Turpin
3930181,Slovenia,England,0,6,2,10,Clément Turpin
3930178,Croatia,Italy,2,11,6,23,Danny Desmond Makkelie
3930178,Italy,Croatia,11,2,2,10,Danny Desmond Makkelie
3930160,Spain,Croatia,5,0,1,16,Michael Oliver
3930160,Croatia,Spain,0,5,0,13,Michael Oliver
3930170,Slovenia,Serbia,4,9,2,14,István Kovács
3930170,Serbia,Slovenia,9,4,4,9,István Kovács
3938643,France,Poland,11,3,1,15,Marco Guida
3938643,Poland,France,3,11,3,20,Marco Guida
3938641,Poland,Austria,4,3,4,15,Halil Umut Meler
3938641,Austria,Poland,3,4,2,17,Halil Umut Meler
3938642,Georgia,Czech Republic,5,11,4,13,Daniel Siebert
3938642,Czech Republic,Georgia,11,5,5,17,Daniel Siebert
3938639,Turkey,Georgia,5,5,2,10,Facundo Tello Figueroa
3938639,Georgia,Turkey,5,5,1,10,Facundo Tello Figueroa
3938638,Romania,Ukraine,3,8,1,12,Glenn Nyberg
3938638,Ukraine,Romania,8,3,1,9,Glenn Nyberg
3938640,Slovakia,Ukraine,4,4,0,10,Michael Oliver
3938640,Ukraine,Slovakia,4,4,1,15,Michael Oliver
3938637,Poland,Netherlands,3,6,0,10,Artur Manuel Ribeiro Soares Dias
3938637,Netherlands,Poland,6,3,1,8,Artur Manuel Ribeiro Soares Dias
3938644,Georgia,Portugal,1,11,1,8,Sandro Schärer
3938644,Portugal,Georgia,11,1,3,11,Sandro Schärer
3941019,France,Belgium,5,2,3,8,Glenn Nyberg
3941019,Belgium,France,2,5,2,10,Glenn Nyberg
3942227,England,Switzerland,4,2,1,9,Daniele Orsato
3942227,Switzerland,England,2,4,2,15,Daniele Orsato
3930174,Turkey,Portugal,9,1,3,19,Felix Zwayer
3930174,Portugal,Turkey,1,9,2,8,Felix Zwayer
3930162,Slovenia,Denmark,5,9,2,13,Sandro Schärer
3930162,Denmark,Slovenia,9,5,1,10,Sandro Schärer
3930176,Switzerland,Germany,2,9,3,15,Daniele Orsato
3930176,Germany,Switzerland,9,2,1,12,Daniele Orsato
3930169,Scotland,Switzerland,5,8,3,13,Ivan Kružliak
3930169,Switzerland,Scotland,8,5,2,12,Ivan Kružliak
3942819,Netherlands,England,3,0,3,13,Felix Zwayer
3942819,England,Netherlands,0,3,3,11,Felix Zwayer
3943043,Spain,England,10,2,1,12,François Letexier
3943043,England,Spain,2,10,3,7,François Letexier
3942752,Spain,France,4,6,2,10,Slavko Vinčić
3942752,France,Spain,6,4,2,14,Slavko Vinčić
3942382,Netherlands,Turkey,3,7,4,16,Clément Turpin
3942382,Turkey,Netherlands,7,3,2,9,Clément Turpin
3942349,Portugal,France,11,4,1,11,Michael Oliver
3942349,France,Portugal,4,11,1,16,Michael Oliver
3930180,Netherlands,Austria,5,2,0,14,Ivan Kružliak
3930180,Austria,Netherlands,2,5,3,16,Ivan Kružliak
3930171,Denmark,England,4,2,3,13,Artur Manuel Ribeiro Soares Dias
3930171,England,Denmark,2,4,1,8,Artur Manuel Ribeiro Soares Dias
3942226,Spain,Germany,1,5,7,17,Anthony Taylor
3942226,Germany,Spain,5,1,8,22,Anthony Taylor
3938645,Ukraine,Belgium,2,7,1,12,Anthony Taylor
3938645,Belgium,Ukraine,7,2,1,10,Anthony Taylor
3930184,Czech Republic,Turkey,3,7,8,18,István Kovács
3930184,Turkey,Czech Republic,7,3,11,10,István Kovács
3941022,Austria,Turkey,10,4,2,12,Artur Manuel Ribeiro Soares Dias
3941022,Turkey,Austria,4,10,2,5,Artur Manuel Ribeiro Soares Dias
3941021,Romania,Netherlands,4,12,2,11,Felix Zwayer
3941021,Netherlands,Romania,12,4,2,9,Felix Zwayer
3941020,Portugal,Slovenia,11,4,1,8,Daniele Orsato
3941020,Slovenia,Portugal,4,11,5,21,Daniele Orsato
3941018,Spain,Georgia,13,3,1,12,François Letexier
3941018,Georgia,Spain,3,13,1,11,François Letexier
3941017,England,Slovakia,9,1,3,13,Halil Umut Meler
3941017,Slovakia,England,1,9,6,19,Halil Umut Meler
3930182,Denmark,Serbia,8,2,2,14,François Letexier
3930182,Serbia,Denmark,2,8,2,7,François Letexier
3930179,Albania,Spain,2,7,2,8,Glenn Nyberg
3930179,Spain,Albania,7,2,1,17,Glenn Nyberg
3940983,Germany,Denmark,6,6,0,7,Michael Oliver
3940983,Denmark,Germany,6,6,2,18,Michael Oliver
3940878,Switzerland,Italy,4,6,0,11,Szymon Marciniak
3940878,Italy,Switzerland,6,4,3,17,Szymon Marciniak
3930177,Scotland,Hungary,2,6,1,16,Facundo Tello Figueroa
3930177,Hungary,Scotland,6,2,5,14,Facundo Tello Figueroa
3930173,Netherlands,France,3,6,1,14,Anthony Taylor
3930173,France,Netherlands,6,3,0,9,Anthony Taylor
3930172,Spain,Italy,5,2,3,19,Slavko Vinčić
3930172,Italy,Spain,2,5,2,15,Slavko Vinčić
3930167,Croatia,Albania,3,1,1,16,François Letexier
3930167,Albania,Croatia,1,3,3,13,François Letexier
3930168,Germany,Hungary,11,7,2,16,Danny Desmond Makkelie
3930168,Hungary,Germany,7,11,2,19,Danny Desmond Makkelie
3930165,Austria,France,6,2,5,23,Jesús Gil Manzano
3930165,France,Austria,2,6,2,13,Jesús Gil Manzano
3930164,Belgium,Slovakia,5,7,3,15,Halil Umut Meler
3930164,Slovakia,Belgium,7,5,1,13,Halil Umut Meler
3930161,Italy,Albania,5,3,2,8,Felix Zwayer
3930161,Albania,Italy,3,5,2,10,Felix Zwayer
3930183,Slovakia,Romania,5,1,1,11,Daniel Siebert
3930183,Romania,Slovakia,1,5,3,12,Daniel Siebert
3930175,Belgium,Romania,7,7,1,12,Szymon Marciniak
3930175,Romania,Belgium,7,7,2,14,Szymon Marciniak
3930158,Germany,Scotland,5,0,2,15,Clément Turpin
3930158,Scotland,Germany,0,5,2,9,Clément Turpin
3788758,Ukraine,North Macedonia,5,5,1,10,Fernando Andrés Rapallini
3788758,North Macedonia,Ukraine,5,5,2,13,Fernando Andrés Rapallini
3788773,Portugal,France,0,1,0,13,Antonio Miguel Mateu Lahoz
3788773,France,Portugal,1,0,4,20,Antonio Miguel Mateu Lahoz
3788765,Switzerland,Turkey,8,8,1,14,Slavko Vinčić
3788765,Turkey,Switzerland,8,8,3,21,Slavko Vinčić
3788761,Sweden,Slovakia,7,6,1,17,Daniel Siebert
3788761,Slovakia,Sweden,6,7,3,9,Daniel Siebert
3788760,Croatia,Czech Republic,4,4,1,8,Carlos del Cerro Grande
3788760,Czech Republic,Croatia,4,4,3,16,Carlos del Cerro Grande
3795108,Switzerland,Spain,9,13,3,17,Michael Oliver
3795108,Spain,Switzerland,13,9,1,15,Michael Oliver
3794687,Belgium,Portugal,0,3,2,17,Felix Brych
3794687,Portugal,Belgium,3,0,3,10,Felix Brych
3794690,Netherlands,Czech Republic,6,5,3,7,Sergey Karasev
3794690,Czech Republic,Netherlands,5,6,1,15,Sergey Karasev
3794685,Italy,Austria,4,3,2,13,Anthony Taylor
3794685,Austria,Italy,3,4,3,23,Anthony Taylor
3794692,Sweden,Ukraine,6,2,3,12,Daniele Orsato
3794692,Ukraine,Sweden,2,6,2,8,Daniele Orsato
3794689,Wales,Denmark,1,9,5,13,Daniel Siebert
3794689,Denmark,Wales,9,1,0,9,Daniel Siebert
3795107,Belgium,Italy,9,5,1,16,Slavko Vinčić
3795107,Italy,Belgium,5,9,2,15,Slavko Vinčić
3795187,Ukraine,England,3,2,0,10,Felix Brych
3795187,England,Ukraine,2,3,0,4,Felix Brych
3795220,Italy,Spain,1,6,2,20,Felix Brych
3795220,Spain,Italy,6,1,1,19,Felix Brych
3794686,Croatia,Spain,1,8,2,27,Cüneyt Çakιr
3794686,Spain,Croatia,8,1,0,12,Cüneyt Çakιr
3788763,Hungary,France,1,3,1,19,Michael Oliver
3788763,France,Hungary,3,1,1,18,Michael Oliver
3795506,Italy,England,3,5,5,25,Björn Kuipers
3795506,England,Italy,5,3,1,22,Björn Kuipers
3788769,Russia,Denmark,1,7,2,16,Clément Turpin
3788769,Denmark,Russia,7,1,1,17,Clément Turpin
3788766,Italy,Wales,7,1,1,16,Ovidiu Alin Hațegan
3788766,Wales,Italy,1,7,3,13,Ovidiu Alin Hațegan
3788764,Portugal,Germany,6,3,0,7,Anthony Taylor
3788764,Germany,Portugal,3,6,2,16,Anthony Taylor
3788755,Turkey,Wales,10,7,2,19,Artur Manuel Ribeiro Soares Dias
3788755,Wales,Turkey,7,10,2,9,Artur Manuel Ribeiro Soares Dias
3788754,Italy,Switzerland,3,2,0,10,Sergey Karasev
3788754,Switzerland,Italy,2,3,2,14,Sergey Karasev
3788762,Spain,Poland,7,1,2,17,Daniele Orsato
3788762,Poland,Spain,1,7,4,21,Daniele Orsato
3788747,Austria,North Macedonia,4,0,1,14,Lars Christian Andreas Ekberg
3788747,North Macedonia,Austria,0,4,2,18,Lars Christian Andreas Ekberg
3788741,Turkey,Italy,2,8,2,14,Danny Desmond Makkelie
3788741,Italy,Turkey,8,2,0,9,Danny Desmond Makkelie
3795109,Czech Republic,Denmark,9,7,2,13,Björn Kuipers
3795109,Denmark,Czech Republic,7,9,0,14,Björn Kuipers
3788770,North Macedonia,Netherlands,5,7,4,12,Istvan Kovacs
3788770,Netherlands,North Macedonia,7,5,0,16,Istvan Kovacs
3794688,England,Germany,3,3,3,12,Danny Desmond Makkelie
3794688,Germany,England,3,3,2,13,Danny Desmond Makkelie
3788774,Germany,Hungary,6,1,2,8,Sergey Karasev
3788774,Hungary,Germany,1,6,3,11,Sergey Karasev
3788771,Croatia,Scotland,5,7,1,12,Fernando Andrés Rapallini
3788771,Scotland,Croatia,7,5,1,10,Fernando Andrés Rapallini
3788772,Czech Republic,England,4,6,1,11,Artur Manuel Ribeiro Soares Dias
3788772,England,Czech Republic,6,4,0,12,Artur Manuel Ribeiro Soares Dias
3788768,Finland,Belgium,0,5,0,7,Felix Brych
3788768,Belgium,Finland,5,0,0,10,Felix Brych
3788767,Ukraine,Austria,4,9,0,12,Cüneyt Çakιr
3788767,Austria,Ukraine,9,4,0,12,Cüneyt Çakιr
3788753,Finland,Russia,1,4,2,15,Danny Desmond Makkelie
3788753,Russia,Finland,4,1,3,13,Danny Desmond Makkelie
3788759,England,Scotland,6,5,0,16,Antonio Miguel Mateu Lahoz
3788759,Scotland,England,5,6,2,20,Antonio Miguel Mateu Lahoz
3788757,Denmark,Belgium,2,4,3,15,Björn Kuipers
3788757,Belgium,Denmark,4,2,1,19,Björn Kuipers
3788745,England,Croatia,1,1,1,9,Daniele Orsato
3788745,Croatia,England,1,1,3,13,Daniele Orsato
3795221,England,Denmark,6,5,1,11,Danny Desmond Makkelie
3795221,Denmark,England,5,6,1,23,Danny Desmond Makkelie
